id,title_similar_ind,description_similar_ind
54740551,"[60179264, 10641033, 54740557, 51511054, 9994488, 15592537]","[15257986, 11373765, 54740557, 36612958, 55505598]"
55358261,"[59402594, 63924615, 56305836, 48035321, 49550302]","[59402594, 66955369, 58359665, 58063032, 58839708]"
51730397,"[48035297, 51314914, 57502155, 48583250, 50350077]","[48035297, 51314914, 54378885, 48583250, 49311355]"
55358265,"[24744419, 41615620, 47438221, 48330199, 56908216]","[24744419, 58359669, 56908216, 55358265, 59402590]"
57042636,"[57042636, 57042640, 57042642, 394868, 449339]","[2792677, 8974182, 3326669, 4347955, 4347957]"
11821907,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
48583258,"[44640289, 10733034, 10733036, 10733038, 46829137, 48583258]","[44640289, 53750148, 65484229, 55074313, 57177038, 46829137, 67370873, 1445373]"
56701308,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
36612958,"[37420467, 8277556, 828661, 36612792, 11478937]","[31293420, 828661, 36612792, 11478937, 47873242]"
68267116,"[58709858, 58168941, 56758253, 58695892, 66698583]","[56758253, 58168941, 58695892, 66698583, 38385436]"
55645536,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
51040669,"[15333732, 7614603, 8126225, 9793462, 10605526]","[53834819, 48392556, 7614605, 46829135, 56430297]"
54747226,"[655138, 465124, 701864, 8000657, 6436123]","[58444772, 58062996, 60878132, 67872213, 59144124]"
50263061,"[11821857, 14453320, 31293420, 11821871, 12048977]","[49883392, 52124332, 31293420, 47873242, 50724989]"
68423755,"[59144128, 51903714, 7910782, 54002918, 63924627, 49550302]","[20875301, 814664, 68423755, 13191597, 24467223, 1646717, 10722462]"
53834819,"[15333732, 7614603, 8126225, 9793462, 10605526]","[44640288, 48392556, 54737173, 55505592, 51040669]"
67370884,"[65484225, 60179268, 58340165, 57794067, 58973118]","[65484225, 60179268, 58340165, 57794067, 58973118]"
65589059,"[65589057, 58709858, 16111214, 59405713, 49721779, 57979768]","[6134341, 42116006, 49848830, 475371, 475374, 475377, 487187, 58973112, 872766]"
14994446,"[12488130, 14770629, 14770662, 14770633, 14770639]","[12488128, 12488130, 13920939, 12624534, 12488124]"
56430297,"[7614603, 13407567, 8126225, 10605526, 10077022]","[44640288, 48392556, 7614605, 46829135, 54737173]"
58973102,"[14770629, 14770662, 14770633, 14770639, 65484223]","[58448375, 55089997, 26147182, 569303, 10731226, 62686748, 65484223]"
14994428,"[14994434, 10920459, 10920461, 17948433, 17948441]","[14994434, 2792681, 58533773, 39909008, 1517183]"
57508101,"[68267104, 59402594, 481224, 66698573, 8126224, 58395899]","[1229611, 58973112, 54383736, 24957721, 62686748]"
55507728,"[7614603, 13407565, 8126225, 9793462, 10605526]","[57177056, 35191909, 46829135, 56430297, 58973114]"
57233220,"[57233223, 57236107, 57233229, 57233230, 57233240]","[52423042, 54003813, 52423046, 57233223, 57236107, 57233229, 57233230, 36470292, 57233240]"
11713432,"[12106721, 12081423, 11713430, 14770618, 11713434]","[14994434, 656902, 10733992, 14994428, 14994430]"
10733036,"[11713420, 10733036, 11713422, 10733038, 11713424]","[10733036, 12081421, 10920461, 12081423, 12081425]"
57233230,"[57233220, 57233223, 57236107, 57233229, 57233240]","[57233220, 52726661, 57233223, 57236107, 57233229, 36470292, 24467223, 57233240]"
54002918,"[60878107, 67872211, 51036502, 54747224, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
41161329,"[54740551, 54740557, 41161329, 383384, 51040669]","[43986345, 354862, 46253842, 24957721, 58547388, 33733791]"
57805747,"[57177026, 60179266, 58340167, 67370861, 65484221]","[57177026, 60179266, 58340167, 58973104, 65484221]"
57177026,"[60179266, 58340167, 67370861, 57805747, 65484221]","[60179266, 58340167, 58973104, 57805747, 65484221]"
448845,"[472938, 440945, 442036, 461524, 541716]","[541696, 545890, 465124, 541680, 541716]"
45613734,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
14770639,"[14770627, 14770629, 14770662, 14770633, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
57233240,"[57233220, 57233223, 57236107, 57233229, 57233230]","[57233220, 57233223, 57236107, 57300939, 57233229, 57233230, 570958, 457279]"
60878130,"[66452064, 49883392, 66955373, 63924627, 67872214, 562911]","[66452064, 2213443, 51284501, 67872214, 3671837]"
656896,"[2792681, 1210031, 1036566, 2006679, 1517183]","[2792681, 19824206, 1210031, 2006679, 1517183]"
14770618,"[12106721, 12081423, 12081425, 11713430, 11713434]","[12106721, 46829124, 434863, 39909008, 11713430, 11713434, 1020669]"
2734403,"[1080000, 872766, 1521615, 1985745, 1005470]","[872766, 2734403, 1347589, 3905585, 1005470]"
11713434,"[12106721, 12081423, 12081425, 11713430, 14770618]","[12106721, 46829124, 58695878, 39909008, 55505596]"
58695884,"[65589057, 59260773, 58168939, 58695884, 66698577]","[65589057, 59260773, 58168939, 66698577, 62686774]"
8974182,"[396225, 398311, 449393, 394868, 449339]","[2792677, 57042636, 3326669, 4347955, 4347957]"
58359667,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
56305842,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
54737173,"[13407563, 7614603, 8126225, 10605526, 7496281]","[53834819, 48392556, 7614605, 58340179, 56430297]"
394868,"[396225, 398311, 399663, 449393, 394868]","[2792677, 8974182, 3326669, 4347955, 4347957]"
52593601,"[46009052, 686702, 851409, 48592472, 600572, 686717, 51720414]","[1348643, 49273644, 450735, 56697587, 53720980, 11596693, 2438647, 1674171, 54485180, 13116541]"
49922642,"[655138, 49204099, 8000657, 49922642, 6436123, 51036508]","[49922642, 60878132, 67872213, 66452057, 59144124]"
7496281,"[49204099, 48035334, 13407563, 49922642, 6436123, 51036508]","[446539, 8000657, 15258001, 13191607, 10077022]"
11821897,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
11713430,"[12106721, 12081423, 12081425, 14770618, 11713434]","[1817633, 46829124, 58695878, 1817639, 10733992, 434863, 14770618, 55505596, 1020669]"
7139155,"[10920461, 7139151, 7139153, 17948433, 17948441]","[853251, 46829124, 1387525, 58695878, 55505596]"
12488105,"[14770629, 14770633, 13920939, 14770639, 14696223]","[12488105, 11715727, 12624534, 12107894, 14696223]"
49848830,"[57037220, 45053124, 31523050, 653932, 922573, 1080532]","[461320, 57042642, 394868, 629597, 11711711]"
6436123,"[655138, 465124, 48035334, 701864, 8000657]","[758306, 701864, 446539, 437336, 5143647]"
12081425,"[12106721, 12081423, 11713430, 14770618, 11713434]","[12403269, 10920459, 12081421, 10920461, 12081423]"
438469,"[541696, 655138, 455078, 8000657, 6436123]","[541696, 545890, 465124, 541680, 541716]"
58444768,"[54002918, 60878107, 67872211, 51036502, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
55026814,"[55187170, 56800100, 4310917, 57233220, 53095591, 57233223, 57236107, 57233229, 57233230, 54763414]","[10077026, 55187170, 56800100, 10374171, 7982636, 65498230, 54763414, 12225595, 7496285, 56800094]"
58359818,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
10131708,"[575916, 648662, 899996, 603549, 655743]","[1977571, 3994569, 689034, 648662, 655743]"
57233229,"[57233220, 57233223, 57236107, 46931534, 57233230, 57233240]","[57233220, 57233223, 10019402, 57236107, 10019410, 7139155, 10019412, 57233240]"
21047488,"[6278723, 31523050, 653932, 922573, 1080532]","[21472774, 653932, 20909677, 600883, 449339]"
57233223,"[57233220, 57236107, 57233229, 57233230, 57233240]","[57233220, 57233223, 57236107, 57300939, 57233229, 57233230, 570958, 457279]"
58168939,"[65589057, 59260773, 58168939, 58695884, 66698577]","[65589057, 59260773, 58695884, 66698577, 62686774]"
15257982,"[11821857, 49884647, 14453320, 10731212, 10731214]","[14994432, 29349773, 49002477, 888720, 15257977, 20750202, 15257979, 55026814]"
1517183,"[656896, 2792681, 1210031, 1036566, 2006679]","[2006679, 2792681, 1210031, 1036566, 6542807]"
3905585,"[1080000, 872766, 1521615, 1985745, 1005470]","[872766, 2734403, 1347589, 3905585, 1005470]"
28580975,"[1935363, 28559052, 49273648, 28562167, 11242105]","[52406627, 28559052, 469101, 28562167, 645882, 49305978, 51492508, 56585437]"
58709858,"[65589057, 65589059, 56758253, 16111214, 58695892, 66698583]","[48754637, 56758253, 58168941, 58695892, 44859960]"
391461,"[397380, 395656, 448114, 448124, 448126]","[397380, 395656, 448114, 448124, 448126]"
12107894,"[14770629, 14770633, 13920939, 14770639, 14696223]","[12488105, 11715727, 12624534, 12107894, 14696223]"
11478941,"[19824204, 14273555, 14994452, 14273556, 11478939]","[12403269, 12081421, 10920461, 12081423, 12081425]"
3326669,"[396225, 398311, 449393, 394868, 449339]","[2792677, 8974182, 4347955, 394868, 4347957]"
437336,"[655138, 465124, 455078, 8000657, 6436123]","[541696, 545890, 465124, 541705, 541680]"
922573,"[628295, 653932, 922573, 1080532, 1015899]","[922573, 1080532, 1015899, 1055134, 536319]"
28559052,"[1935363, 28580975, 49273648, 417653, 28562167, 11242105, 542911]","[352800, 425731, 24262767, 28580975, 28562167, 391900, 8325629, 14295999]"
14453324,"[11821857, 14453320, 10731212, 10731214, 10731216]","[13407565, 10731216, 13407571, 37420467, 15257979]"
1005470,"[1080000, 2354637, 1521615, 1985745, 1005470]","[872766, 2734403, 1347589, 3905585, 1005470]"
58973112,"[430787, 36586958, 13637679, 8126224, 963473, 36313431]","[65589059, 65484227, 57508101, 8126224, 704535, 54383736]"
14994430,"[12106721, 10733992, 26147182, 11713430, 11713434]","[10861829, 656902, 57300939, 10733038, 570958, 10860626, 11713432]"
21472774,"[1811333, 31523050, 653932, 922573, 1080532]","[2792677, 3326669, 4347955, 394868, 4347957]"
56702563,"[19824204, 13920941, 11806677, 10738198, 47873242, 11478941]","[58340167, 67370861, 46009007, 11806677, 65484221]"
461524,"[472938, 448845, 440945, 442036, 541716]","[541696, 545890, 465124, 541705, 541680]"
44640272,"[11821857, 14453320, 63540234, 44640272, 43262261]","[63540234, 13191603, 828661, 43262261, 49311359]"
442036,"[472938, 448845, 440945, 461524, 541716]","[541696, 545890, 465124, 541680, 541687]"
14453322,"[14453320, 14453322, 10731212, 10731214, 10731216]","[14453320, 14453324, 10731216, 13407571, 445238, 15592537]"
11821859,"[14453320, 14453322, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
10077022,"[49204099, 48035334, 13407567, 49922642, 6436123, 51036508]","[446539, 8000657, 15258001, 13191607, 10077022]"
24957721,"[33733791, 446539, 46253842, 8307669, 383448, 24957721, 4097791]","[57508101, 46253842, 8307669, 54383736, 58547388, 33733791]"
46829139,"[46009030, 60179276, 55507724, 54737169, 48963475]","[46009030, 21472774, 60179276, 58340173, 4056403, 51064283, 54485180]"
13728284,"[376192, 397892, 51355437, 50955727, 1733455, 58839701, 14770618, 1020669]","[10372994, 10076516, 552201, 51251341, 10685711, 434863, 1020669]"
27769647,"[5794279, 9851720, 21161836, 25698447, 7910778]","[5794279, 9851720, 21161836, 25698447, 7910778]"
12629898,"[853251, 1387525, 6542807, 1689849, 656890]","[853251, 1387525, 17597765, 23134416, 1689849]"
54444343,"[49204105, 66452073, 57778251, 58839694, 55645534]","[32053062, 57778251, 58839694, 54444343, 22968830]"
8000657,"[655138, 465124, 48035334, 701864, 8000657]","[446539, 8000657, 15258001, 13191607, 10077022]"
13191605,"[11821857, 14453320, 10731212, 10731214, 10731216]","[10731214, 450865, 13407571, 37420467, 8277556, 36612958]"
1733455,"[376192, 397892, 10084268, 50955727, 56857971, 49204089, 13728284]","[14113504, 354862, 59405713, 52112472, 54653560, 58165563]"
2291097,"[48963465, 66698570, 36782929, 12489239, 59260763]","[13191593, 36782929, 35170705, 41615763, 12489239]"
60179258,"[58973108, 57805749, 67370873, 55505594, 60179258]","[58973108, 57805749, 67370873, 55505594, 60179258]"
58165563,"[12488130, 15257988, 50516615, 8126224, 20466744]","[6278723, 922573, 1733455, 600883, 449339]"
66452064,"[59144128, 54002918, 68423755, 60878130, 67872214, 562911]","[66452064, 2213443, 51284501, 67872214, 3671837]"
54006572,"[54006572, 54006574, 54006576, 54006578, 1646717]","[46009024, 54006574, 54006576, 54006578, 1646717]"
10569575,"[10733992, 7614603, 13359663, 8126225, 10605526, 9793462]","[57177056, 449357, 49311349, 684952, 20016636]"
55358264,"[48035333, 50404684, 51355441, 48330195, 49550301]","[68446728, 59402600, 66955375, 63924624, 56908213]"
56857971,"[1229611, 10084268, 1733455, 54653560, 49204089]","[2734403, 46829124, 6134341, 545578, 475371, 475374, 475377, 54653560, 872766]"
55074319,"[396225, 398311, 55074319, 394868, 449339]","[449376, 449390, 449391, 55074319, 449393]"
2354637,"[1080000, 2354637, 1521615, 1985745, 1005470]","[1080000, 2354637, 1521615, 1701711, 1985745]"
10736424,"[11373765, 8009286, 13853127, 10736424, 10131710]","[391461, 6925509, 13853127, 10131710, 5541279]"
3994569,"[575916, 648662, 899996, 603549, 655743]","[1977571, 689034, 648662, 10131708, 655743]"
2792677,"[396225, 398311, 449393, 394868, 449339]","[2792677, 8974182, 4347955, 394868, 4347957]"
51690187,"[14113504, 60179266, 34951684, 916565, 916567, 36666107, 50404767]","[14113504, 34951684, 12489237, 916565, 916567, 383386]"
58973118,"[65484225, 67370884, 58340165, 60179268, 57794067]","[65484225, 67370884, 58340165, 60179268, 57794067]"
11373765,"[11373765, 8009286, 13853127, 10736424, 10131710]","[51434658, 41265444, 8009286, 54740551, 434865, 20016636]"
57236107,"[52423042, 57233220, 57233223, 57233229, 57233230, 57233240]","[52423040, 52423042, 57233220, 52423044, 52423046, 57233229, 22729425, 7139155, 11478939]"
1891407,"[14994434, 62686754, 55350695, 12120084, 47873242, 58340699, 14994428, 54018431]","[14994434, 23207337, 520910, 8470168, 48583258, 14994428, 432926, 54018431]"
13853127,"[11373765, 8009286, 13853127, 10736424, 10131710]","[391461, 6925509, 13853127, 10131710, 5541279]"
58062992,"[54002918, 60878107, 67872211, 51036502, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
1347589,"[1080000, 2354637, 1521615, 1985745, 1005470]","[872766, 2734403, 1347589, 3905585, 1005470]"
11821867,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
10731222,"[11821857, 14453320, 10731212, 10731214, 10731216]","[58441507, 15257988, 42116006, 13116553, 35170705, 556829]"
11821903,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
65589057,"[59260773, 58168939, 58695884, 66698577, 62686774]","[65589057, 59260773, 58168939, 58695884, 66698577]"
54006576,"[54006572, 54006574, 54006576, 54006578, 1646717]","[46009024, 54006572, 55089997, 54006578, 1646717]"
22729562,"[11821857, 14453320, 10731212, 10731214, 10731216]","[14453316, 8470218, 58709387, 13407565, 51511054, 4628751, 10731224, 57043647]"
4347955,"[396225, 398311, 394868, 4347957, 449339]","[2792677, 8974182, 4347955, 394868, 4347957]"
15258001,"[11821857, 14453320, 10731212, 10731214, 10731216]","[15257986, 13637669, 58973110, 7496281, 10077022]"
475657,"[391461, 475653, 395656, 448124, 448126]","[58695876, 475653, 56730475, 67370867, 60179260]"
48963475,"[46009030, 60179276, 55507724, 54737169, 46829139]","[60179276, 58340173, 449367, 449370, 449374]"
52112472,"[49377828, 48035345, 48313524, 48313526, 1086140]","[50215275, 48035345, 48313524, 48313526, 49204089]"
58340175,"[49848832, 55505600, 57794057, 58973116, 53834815]","[55505600, 57794057, 54740555, 58973116, 53834815]"
1977571,"[575916, 648662, 899996, 603549, 655743]","[689034, 752050, 648662, 1015897, 655743]"
54747230,"[54002916, 3153963, 449390, 59144124, 34935359]","[59402594, 22492387, 54002916, 22492388, 63924615, 66955369, 22492381, 34935359]"
52124332,"[11821857, 14453320, 31293420, 10594292, 13637695]","[49883392, 49884647, 52124332, 31293420, 50477553]"
58062994,"[54002914, 1086148, 49922636, 684952, 2567613]","[54002914, 56701306, 55645530, 54747228, 57355743]"
10131710,"[11373765, 8009286, 13853127, 10736424, 10131710]","[391461, 6925509, 13853127, 10736424, 448124]"
54444332,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
2792681,"[2792681, 1210031, 1036566, 2006679, 1517183]","[2006679, 2792681, 1210031, 1036566, 6542807]"
8449063,"[8449063, 13116553, 13116555, 33543697, 33543701]","[42116006, 13116553, 8449290, 13116555, 33543701]"
13637669,"[11821857, 14453320, 10731212, 10731214, 10731216]","[13407567, 15258001, 13407571, 37420467, 47873242]"
15257991,"[14453320, 14453322, 10731212, 10731214, 10731216]","[13407571, 50263061, 50724989, 15257979, 17948445]"
853251,"[1387525, 7826822, 6542807, 1689849, 656890]","[17597765, 1387525, 12629898, 23134416, 1689849]"
2006679,"[656896, 2792681, 1210031, 1036566, 2006679]","[2006679, 2792681, 1210031, 1036566, 6542807]"
14994442,"[14770629, 62686760, 14770633, 14770639, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
11821905,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
575916,"[689034, 617391, 1015897, 899996, 603549]","[1977571, 689034, 752050, 648662, 655743]"
17948433,"[10920459, 10920461, 10920463, 7139155, 17948441]","[46829124, 58695878, 39909008, 17948441, 55505596]"
46829135,"[15333732, 7614603, 8126225, 9793462, 10605526]","[44640288, 10131714, 7614605, 31523060, 46009052]"
55505598,"[54740553, 15867711, 20016636, 51491998, 46829119]","[54740553, 43262253, 41265434, 51491998, 15867711]"
17948441,"[10920459, 10920461, 10920463, 7139155, 17948441]","[46829124, 58695878, 39909008, 17948441, 55505596]"
49884647,"[11821857, 41615620, 14453320, 31293420, 15257982]","[49883392, 49884647, 52124332, 31293420, 50477553]"
56701304,"[54002918, 60878107, 67872211, 51036502, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
1210031,"[656896, 2792681, 1210031, 1036566, 2006679]","[2006679, 2792681, 1210031, 1036566, 6542807]"
50477553,"[11821857, 14453320, 31293420, 20455597, 35720699]","[49883392, 49884647, 52124332, 31293420, 50477553]"
25698447,"[5794279, 9851720, 21161836, 25698447, 7910778]","[5794279, 9851720, 21161836, 25698447, 7910778]"
6542807,"[853251, 1387525, 7826822, 6542807, 1689849]","[7826822, 2792681, 1210031, 2006679, 1517183]"
12106721,"[12081423, 11713430, 14770618, 14994430, 11713434]","[46829124, 58695878, 39909008, 14770618, 11713434]"
11821861,"[14453320, 14453322, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
653932,"[628295, 653932, 922573, 1080532, 1015899]","[922573, 1080532, 449339, 1055134, 536319]"
10733038,"[11713420, 10733036, 11713422, 10733038, 11713424]","[10861829, 19824204, 39909008, 10862928, 10860626]"
68267108,"[68267108, 57177038, 58973108, 57805749, 55505594]","[14113504, 655138, 461320, 354862, 66698579, 7614611]"
8126225,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 11194607, 8126225, 14161394, 10605526]"
48963471,"[43986343, 48035307, 42594381, 45053463, 46626781]","[43986343, 42594381, 45053463, 40357660, 46626781]"
57042640,"[57042636, 57042640, 57042642, 394868, 449339]","[2792677, 57042636, 3326669, 4347955, 4347957]"
32218695,"[396225, 398311, 449393, 394868, 449339]","[2792677, 31523050, 3326669, 4347955, 394868]"
36782929,"[19797474, 65589059, 23468249, 16111214, 49721779, 12489239, 2291097]","[35170705, 41615763, 10731222, 12489239, 2291097]"
4536495,"[6278723, 2354635, 2885269, 4065495, 3246079]","[2354635, 2885269, 4065495, 3246079, 13637695]"
1080532,"[628295, 653932, 922573, 1080532, 1015899]","[922573, 1080532, 1015899, 1055134, 536319]"
11821901,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
2291101,"[396225, 398311, 449393, 394868, 449339]","[922573, 1080532, 1355415, 449339, 1055134]"
14770633,"[14770627, 14770629, 14770662, 14770633, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
12081423,"[12106721, 12081425, 11713430, 14770618, 11713434]","[12403269, 10920459, 12081421, 10920461, 12081423]"
14994434,"[14994434, 10920459, 10920461, 17948433, 17948441]","[14994434, 2792681, 58533773, 39909008, 1517183]"
68267118,"[11255075, 62686762, 13407567, 56430297, 54747228, 10077022]","[66698567, 47469949, 62686762, 67370861, 58165561, 59260765]"
10863104,"[51322400, 11821857, 14453320, 10731212, 10731214]","[11821859, 11821897, 11821867, 11821903, 11821907]"
52678771,"[49377828, 49640422, 49378666, 49378648, 52380895]","[50322436, 50215275, 48313524, 48313526, 52112538]"
11821909,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
57805751,"[20578501, 51055241, 54383565, 49848816, 48963478]","[51055241, 54383565, 49848816, 8277556, 48963478]"
35905909,"[45053000, 35905909, 37866646, 48035319, 46626779]","[34123303, 40357425, 63554356, 37866646, 48035319]"
55645534,"[49204105, 66452073, 57778251, 58839694, 54444343]","[66452073, 57778251, 58839694, 54444343, 22968830]"
31523060,"[15333732, 7614603, 8126225, 9793462, 10605526]","[57177056, 7614605, 46829135, 55505592, 46009052]"
48392556,"[7614603, 8126225, 36854835, 9793462, 10605526]","[10131714, 7614605, 63554354, 9793462, 19628957]"
68267110,"[68267110, 43986343, 48035307, 48963471, 46626781]","[43986343, 48035307, 37865675, 48963471, 35905907]"
54002914,"[1086148, 49922636, 684952, 2567613, 57355743]","[54002914, 56701306, 55645530, 54747228, 57355743]"
57355743,"[54002914, 1086148, 49922636, 684952, 2567613]","[54002914, 56701306, 55645530, 54747228, 57355743]"
440945,"[472938, 448845, 442036, 461524, 541716]","[541696, 545890, 465124, 541680, 541690]"
5143647,"[49204099, 48035334, 12048977, 49922642, 6436123, 51036508]","[758306, 701864, 469704, 437336, 6436123]"
26147182,"[12106721, 10733992, 11713432, 495353, 11713434, 14994430]","[31954756, 10861829, 8470218, 10859694, 10862928, 10860626, 10862745]"
7614605,"[7614603, 8126225, 10605526, 55505592, 19628957]","[10131714, 46829135, 55505592, 19628957, 16556248]"
57778249,"[48035333, 50404684, 51355441, 48330195, 49550301]","[59402600, 58359818, 66955375, 56305842, 58839699]"
1036566,"[656896, 2792681, 1210031, 1036566, 2006679]","[2006679, 2792681, 1210031, 1036566, 6542807]"
58695882,"[46009024, 45613734, 12048977, 50263061, 5143647]","[58087968, 66698567, 62686762, 354862, 13407575, 58165561, 59260765]"
643973,"[396225, 398311, 449393, 394868, 449339]","[1811333, 402291, 600883, 575414, 449339]"
54740557,"[60179264, 10641033, 54740557, 51511054, 9994488, 15592537]","[15257986, 54740551, 13407563, 15258001, 8277556]"
33543697,"[8449063, 13116553, 13116555, 33543697, 33543701]","[42116006, 8449063, 13116555, 33543697, 33543701]"
57778251,"[49204105, 66452073, 58839694, 54444343, 55645534]","[32053062, 57778251, 58839694, 54444343, 22968830]"
571323,"[7125315, 42116006, 13116553, 584048, 33543701, 51064283, 556829]","[65484229, 42116006, 57177038, 55505594, 556829]"
4065497,"[2649025, 3009923, 1827653, 1664461, 4977819]","[2649025, 3009923, 1827653, 1664461, 2167231]"
56908216,"[24744419, 47438221, 60878132, 48330199, 55358265]","[24744419, 58359669, 56908216, 55358265, 59402590]"
13637695,"[11821857, 14453320, 10731212, 52124332, 10731214]","[4536495, 7139153, 2885269, 4065495, 3246079]"
44640276,"[36723880, 14958065, 9793458, 17597751, 15867704]","[46829129, 43262253, 46009007, 48583252, 41265434]"
57042642,"[57042636, 57042640, 57042642, 394868, 449339]","[2792677, 8974182, 3326669, 4347955, 4347957]"
57355741,"[54002918, 60878107, 67872211, 51036502, 66452059, 55645532]","[54002918, 67872211, 54747224, 60878107, 59144126]"
33733791,"[33733791, 446539, 46253842, 8307669, 383448, 24957721, 4097791]","[373763, 41161329, 46253842, 8307669, 383448, 24957721, 58547388]"
35720699,"[11821857, 14453320, 10731212, 10731214, 50477553]","[1664553, 31293420, 10731212, 10731216, 1361971, 1361975, 20466744, 47873242]"
48754637,"[7614603, 8126225, 15258005, 23423959, 44859960]","[58709858, 56758253, 59405715, 23423959, 44859960]"
51320541,"[11821857, 10863202, 14453320, 31293420, 41615763]","[49883392, 49884647, 52124332, 31293420, 50477553]"
56908213,"[48035333, 50404684, 51355441, 48330195, 49550301]","[68446728, 59402600, 66955375, 63924624, 56908213]"
29349773,"[11821857, 14453320, 10731212, 10731214, 10731216]","[54383488, 20448290, 10731210, 10731214, 20750202, 6436123]"
3246079,"[6278723, 2354635, 4536495, 2885269, 4065495]","[2354635, 4536495, 2885269, 4065495, 13637695]"
8126222,"[1664553, 10733034, 10733036, 802253, 10733038, 23468249]","[66698567, 1664553, 57236107, 802253, 1361971, 1361975, 23468249, 34935359]"
21802250,"[689034, 575916, 617391, 1015897, 899996]","[565643, 449357, 55074317, 55074319, 68267101, 5541279]"
55645530,"[54002914, 1086148, 49922636, 684952, 2567613]","[54002914, 58062994, 56701306, 54747228, 57355743]"
46829137,"[44640289, 10733034, 10733036, 10733038, 46829137, 48583258]","[44640289, 42116006, 8449063, 55074313, 8449290, 48583258]"
10722462,"[11821857, 14453320, 10731212, 10731214, 10731216]","[5535273, 10731212, 58828014, 10731218, 10731220]"
396225,"[396225, 398311, 399663, 449393, 394868]","[398311, 922573, 399663, 1080532, 449339]"
1086140,"[49377828, 48035345, 48313526, 1086140, 52380895]","[409257, 48035345, 48313524, 390968, 49204089]"
58340171,"[11821889, 51356492, 450861, 58695888, 8126224, 383384, 38541791]","[68267104, 65484227, 57043647, 14273555, 59260767]"
1055134,"[396225, 398311, 449393, 394868, 449339]","[922573, 1080532, 1015899, 1055134, 536319]"
9851720,"[5794279, 9851720, 21161836, 25698447, 7910778]","[5794279, 21161836, 25698447, 27769647, 7910778]"
14610838,"[396225, 398311, 394868, 449339, 629597]","[2792677, 3326669, 394868, 3671833, 629597]"
20611171,"[36723880, 11347724, 14958065, 9793458, 11306515, 17597751, 15867704]","[16284288, 59402594, 16284262, 63924615, 66955369, 11347724, 11306515, 52112534, 58839708, 16284286]"
50254531,"[2393061, 66698567, 46812043, 7614603, 58165561, 54353820]","[599650, 46812043, 20455597, 55358264, 10731226, 54353820]"
10605526,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 11194607, 8126225, 14161394, 10605526]"
36854835,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
50724989,"[11821857, 15257990, 14453320, 31293420, 13191599]","[49883392, 52124332, 31293420, 47873242, 50724989]"
2213443,"[14958061, 51284501, 51040343, 57307961, 3671837]","[17597771, 14958061, 51284501, 57307963, 3671837]"
54747228,"[54002914, 1086148, 49922636, 684952, 2567613]","[54002914, 56701306, 55645530, 54747228, 57355743]"
11821877,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
15257993,"[11821857, 14453320, 10731212, 10731214, 10731216]","[13191603, 828661, 36612792, 22729916, 36612958]"
41265434,"[36723880, 14958065, 9793458, 17597751, 15867704]","[25980833, 31523046, 43262253, 48583252, 44640276]"
57778253,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
